"Data Source","World Development Indicators",

"Last Updated Date","2023-05-10",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Europe & Central Asia (excluding high income)","ECA","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia","ECS","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.5","5.4","5.3","5.1","5.1","5","5","4.5","4","3.8","3.8","3.8","",
"Ecuador","ECU","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.4357965592438","19.4575110163808","15.665293606366","15.1372686638925","18.4031071511854","","","","","","26.6998709220622","23.4709832973914","26.2893903872994","26.3463140085397","32.054375109887","28.3649530497233","30.8387079815684","28.6485873629811","32.999783723222","31.8414358436068","31.8315368918111","27.4729023245172","21.8346898344218","18.7186975245413","14.0830688059399","10.8392017384697","9.49876038744483","9.26868461737846","10.0591669388087","11.9569682893591","13.7312818851287","25.5208983581274","",
"Egypt, Arab Rep.","EGY","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.687261116308559","1.14544257037313","0.991362297023159","1.24127786218627","2.01709451866719","1.66066435050568","3.716971920156","5.25137585715372","4.20938330477821","","","","","","","","","","",
"Euro area","EMU","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eritrea","ERI","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Spain","ESP","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.21493112968293","2.11348831643389","2.00517513485521","1.57285998553647","1.80581188564084","1.44367884588903","1.40847246423731","1.23130659106023","1.20237719875049","1.06465411984099","1.11409868256964","1.03682764059285","0.78899378946372","0.853567441348426","0.793464517713416","0.793288898636262","0.848850042282796","0.749676876190602","0.887333030976407","0.771128368016232","0.829332680466605","",
"Estonia","EST","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.9246369130722","31.6006564066173","24.9458051080294","21.0078920583502","23.6451711179232","17.7709071748293","18.033430478187","16.5800260574003","17.107553723985","16.8210888393792","11.8590559454439","13.4199825825511","10.5708329663914","12.3246584641357","10.7932789583754","7.79220100268731","8.64043226545987","8.24027344781928","7.4536053575219","5.52364118426867","5.20633350470848","5.56993165229702","3.88884072847709","3.39065970128288","3.68944202001763","3.18728401170689","5.08065137125987","3.49111867343838","",
"Ethiopia","ETH","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"European Union","EUU","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.71172313914834","4.7645686956336","4.12191441857494","3.6553886483908","4.03002789351349","3.91413618432579","4.29054049993811","4.10325476971949","3.23807492147589","4.42304572423084","4.04623662615633","4.27828618437431","3.47584616731516","2.85722401090984","4.49660770049934","3.27204099399931","3.18070722637287","3.1270992101179","3.41753591436653","3.28450371148919","3.45779560970151","2.75943196525989","1.80479794253035","2.46868741199457","2.27094579866651","2.44746388970986","1.9210216288564","1.36243970974143","2.27840532941056","1.94441254711073","","","",
"Fiji","FJI","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.1395871667132","2.22065296079659","0.660125555880729","1.5303406428961","4.57357908698294","3.04055998427596","2.38400721270546","2.81301256334688","2.37726812991122","1.72736370830441","","","","","","","","",
"France","FRA","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.04153762418818","1.60587934075325","1.46026884097366","1.52164947704076","1.57989796909736","1.59737353300246","1.62204283119498","",
"Faroe Islands","FRO","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","",
"Gabon","GAB","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United Kingdom","GBR","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.80390399234848","1.79763288701398","1.78377672151828","1.54789691938463","1.5750392192721","1.5363359385718","1.43704625882348","1.24410610943527","1.19391224272063","1.19696598878236","1.41524385626774","1.81074254843906","1.7155433877802","1.50374648676551","1.71053911370599","1.44313307693166","","",
"Georgia","GEO","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.2206734970283","17.9281163778489","15.1408617546734","15.6068305347366","12.1101761810449","9.78368193421676","8.82223202470225","","","","4.1853000602353","","0.281405247757622","3.88408756872443","3.94101760452564","","","","",
"Ghana","GHA","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.98717981361652","3.10242895316526","",
"Gibraltar","GIB","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gambia, The","GMB","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea-Bissau","GNB","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Equatorial Guinea","GNQ","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.39308781552082","1.86736731836928","2.05694356233992","2.10925829398529","1.94466425596904","2.01682051922883","2.14066072813282","3.03158683834976","2.44533306501972","2.08983882862398","","1.74792064066683","1.27558013112964","1.6089932962831","1.47059789399801","1.58619897012016","1.59563593571582","1.72688998565591","2.02364658379743","2.32250272894071","2.60572595433337","2.80053003715861","2.35196792582449","1.9184755904714","1.49872472576382","1.18746343955571","1.09973131478283","1.20151654273723","1.34292630356178","1.13852127891446","1.14541154928172","1.0944154131213","",
"Grenada","GRD","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.3886186026853","16.0791810337127","15.9717477528638","24.672646846307","6.9993088182542","13.8980577464299","5.17388567437288","15.4039690893687","6.79151739477393","8.42225834435246","6.68678273807036","13.2763556403767","16.4794871583596","18.0060729573338","24.3969877852414","17.7658620884578","6.4147282159839","",
"Greenland","GRL","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.8444347139179","73.9466306302132","79.367446559766","76.4025932432496","80.8479442012155","81.7272599521645","73.0345639368363","68.6806039730689","61.1232388966842","60.1874054418759","56.1115612939162","","","56.4944333376343","49.2951329204197","43.4578112819169","31.1457676588536","34.1288314632263","",
"Guam","GUM","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.0746722454304","34.3790287924366","23.0783922583931","31.952454747336","23.5368063495884","29.3023355843262","25.9536618994836","30.3111493608948","33.7463435836727","","32.5600544640911","35.4449006334433","25.1820339582407","22.7955652264014","30.0391272360694","30.2642091102964","30.9931395923386","",
"High income","HIC","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.4","3.4","3.3","3.2","3.1","3.4","3.5","3.5","3.3","3.4","4","4.2","",
"Hong Kong SAR, China","HKG","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.896472381180056","0.747616710070801","0.629270706714453","0.510115821797339","0.209730789558523","0.328629647233999","0.655930085008539","0.476559313242288","0.237801842994008","0.44368150943999","0.735299416128146","0.409968981454028","0.37946006044215","0.494629631515472","0.261006007053252","0.925823592415422","0.31774683982714","0.375485314769339","0.31823165036525","",
"Honduras","HND","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.2504231065583","81.4299475421167","101.109895455405","117.415559794775","136.878392409851","151.809246998293","147.650200798426","131.112358505264","116.894413221784","99.3727399439724","97.8540072575055","71.2115530828694","67.773581276063","73.4330538968805","64.3851467847374","69.4703655237417","",
"Heavily indebted poor countries (HIPC)","HPC","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croatia","HRV","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.97439671240749","13.3606134716106","12.6118627371153","7.02421553765576","4.8211804407994","5.20392412189043","3.63444441805309","3.81248287702385","3.14118189468912","3.72079173197665","3.1524173820395","2.45545056416968","1.92595762150344","2.19481308995096","2.15814613370466","1.92888211636946","1.98049308619295","1.7958106572856","2.22587202088342","1.18629056194347","1.42671059033004","1.33550002313277","1.57983630980877","1.20196092713497","0.917782839537988","1.06870484873819","1.17308617711011","1.37716217535554","0.792027059604491","0.946451045193286","1.05334172662773","0.961125751416965","",
"Haiti","HTI","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.0057445794646","17.2836300727043","18.7184263560018","17.8412802857613","","12.537204382787","","21.2830693718346","24.3440224627813","",
"Hungary","HUN","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.64343571159582","3.83622645949941","3.8386512003549","3.6396191249944","4.3348552172486","4.01590825696544","3.20251742041783","3.61254435211443","3.58895979293963","3.03365062924298","2.42219970007611","3.49131608307851","2.40243144617684","2.85098389790207","2.52434690868686","1.83005743080765","2.08501034284232","1.90864551398041","2.33216427471004","1.59888145619391","1.62313519946803","2.17700256759487","1.39806308950336","1.76216784861067","1.68084909687872","2.53594380689491","2.56286548864554","2.48193297219069","0.919979341115075","0.705340259347201","0.877473270773056","1.05279351238558","",
"IBRD only","IBD","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA & IBRD total","IBT","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA total","IDA","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA blend","IDB","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Indonesia","IDN","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA only","IDX","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.15289591710561","6.01420311273732","5.63292106312043","5.49278189914028","5.16363345686595","5.20858874515011","4.99215313346303","4.8447950823358","4.64138238303821","4.64659524201847","4.41939260665938","4.45612745772725","4.44586688056942","4.40577756248","4.19092476693106","4.30346053900544","3.99155452077582","3.53649113492497","3.38617019954313","3.35877452627644","3.25349832768536","3.36583313632327","3.34721396268262","",
"Not classified","INX","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.847804609962503","0.880141052170359","1.11975229613352","0.96447717110903","1.13109696611516","2.0614281192573","1.35089088587692","1.47234401041047","1.72559644182548","1.72350101461978","1.55986224308472","2.32298169942404","2.12559017062183","1.46319437647511","1.24601089611608","2.12952127184429","2.16068759329699","3.06655375021668","1.84787883712096","1.9321903185043","2.12547235988315","1.79703250033112","1.73867645433652","1.899193130676","","0.996516740723025","1.3711270214215","1.01592354328734","1.21120338067746","0.989633996236917","1.10189846903451","0.60706158315995","",
"Iran, Islamic Rep.","IRN","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.38204255486952","4.22074623827643","","","","","","","","",
"Iraq","IRQ","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.3194726279297","10.635780325194","14.1999164969085","13.2976451856159","12.9650609397113","15.8199701219606","","","","","","","","","",
"Iceland","ISL","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.741504215451465","","","0.719548699055952","","","","","","2.00908777369635","","1.2588790311667","","0.620541795041251","1.24913341369425","1.24750888070384","0","0.615365681055968","0","1.80354034970647","0","0.573310668451574","1.10911162931271","0.540575604904102","0.53166744201502","0.526807938995641","",
"Israel","ISR","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.14534409823251","4.20416691307447","","","","","3.90905462677843","3.81490037055952","5.04030946849774","5.45477077920763","4.22538517515786","3.93170565838485","3.64960531479052","3.43672442240069","3.14315865326129","2.60157990230925","3.28565114023328","3.25372686148678","3.05859110196301","2.76372515072267","2.40035212121987","2.17733691970609","2.16177790647897","1.99684744627864","2.41894946959695","2.13790179191802","2.63551933724852","2.33717026422856","3.29039888649296","",
"Italy","ITA","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.76467083104192","6.19690756086067","4.5749672205927","3.175840956922","2.95076120076852","2.94723707825999","2.67465437771054","2.46793006133738","2.52055350741574","2.31442886644932","2.08786959686339","1.95061859339172","1.66890484122821","1.87613531530753","","1.68052506009607","1.57792169241773","1.69027276557102","1.62910258262035","1.44587426885398","1.2934738391857","1.32841524792784","1.2609637094177","1.10557413192022","1.12197714813044","1.14023865184304","0.866839744526909","0.836533043655197","0.748009676637476","0.708140836905935","0.583001541349134","0.637267905037523","",
"Jamaica","JAM","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","112.168977136525","89.1303377387078","107.046066411888","108.191567531368","113.142288097165","96.0525146098309","74.4620502398537","71.2251492714763","77.9030136548286","65.4698583644617","78.7675082947303","87.582598149629","106.630334429874","83.0936927947382","86.7786435753374","87.1634962135677","95.5842023049264","",
"Jordan","JOR","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.48908924224626","2.63571285489874","1.89186473797745","2.18841249611592","3.09233422659832","3.67100655220684","","","","1.88151173217252","1.88237951594611","1.25101817701815","1.70998493503272","1.46364486896807","1.43594777613643","",
"Japan","JPN","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.611316493733118","0.558813750171137","0.60638208812036","0.647382205281391","0.722350473777311","0.623443137472394","0.583389548047955","0.643726559578818","0.676536904143553","0.641729845682111","0.560318436696105","0.614137656238649","0.557152534370872","0.607937615270546","0.586665116331966","0.51914324700387","0.472561175847542","0.467606312477038","0.504390240676529","0.405163421865491","0.365296654408961","0.333608942971532","0.303573471755127","0.287966588925876","0.30459786365534","0.234145106343056","0.267032078757826","0.215858341421597","0.252441306948255","0.225642576713632","0.215171723748317","0.249308357115796","",
"Kazakhstan","KAZ","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.755197780964","17.3680663042274","13.1768717727403","13.5771419668151","12.1386364706436","10.1464930126599","8.32889968155642","7.0584943996944","","7.90658247485487","","","4.99996765371803","","",
"Kenya","KEN","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.82857708518313","7.09027453890587","7.25074355415544","8.36721612680434","4.56731886056772","4.66916345566054","5.46920800980641","7.95306262262438","",
"Kyrgyz Republic","KGZ","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.5500160913314","12.9516268953973","13.4346978589057","13.1249287892092","13.2130227552276","15.3036968961718","14.0599006906286","12.3876203264489","12.6929569858766","10.9196300065366","","","","","","","","5.58330884513664","4.96966102102487","3.49727244256439","2.97465040111301","","",
"Cambodia","KHM","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kiribati","KIR","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.5095208347794","","26.9863044504914","","17.5012579029118","21.749059353183","43.3848890431463","47.6293570036805","","","","","103.083927497638","81.5100815100815","141.137223873575","","","","","120.091784435247","85.9457252744892","81.8401102687802","43.1974772673276","43.3425797503467","56.484901151423","",
"Korea, Rep.","KOR","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.758244193657839","0.871662312693237","0.678926291648284","0.727383487940209","0.69308348496003","0.630404993181119","0.570167111325904","0.58805372342754","0.532932444556489","0.633166716541415","0.548581159540247","",
"Kuwait","KWT","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.93556035682055","2.51197998579946","1.89400754951409","2.81586922814497","3.22678866216312","1.76635563542681","2.31110972305722","2.80489758990667","2.68370521287373","2.63127549531826","","","","","0.917082211236729","0.866015862021834","0.438240660954565","1.08571129064866","","",
"Latin America & Caribbean (excluding high income)","LAC","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lao PDR","LAO","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lebanon","LBN","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.78464803360465","4.07464428754845","6.53558792962494","5.9214587637767","4.61932955243348","4.03313027467665","3.46137733703625","3.32906325486509","2.40412107565872","2.73619832249722","5.63988087116147","","",
"Liberia","LBR","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Libya","LBY","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.8455818334927","9.84812780056134","15.241367843485","10.9188930972123","9.42576870510136","17.2930980585172","14.4733033341228","10.4214160099003","15.4858691444057","17.9010964421571","26.0503029083917","","44.1771173707778","41.9538551295508","40.6538745921686","","","","","38.9181277904261","45.1718878329227","45.0621709693715","37.8591629743023","32.2975061711306","39.057563956761","26.3154883811398","31.9159243364622","51.1180656923942","37.3662458246051","51.9292858594297","52.9127333930009","69.7099167978412","",
"Latin America & Caribbean","LCN","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.8","44.5","44.9","43.6","42.9","41.7","43.2","43.9","42.5","38.3","36.9","35.8","",
"Least developed countries: UN classification","LDC","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low income","LIC","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liechtenstein","LIE","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","5.62936275613601","0","0","0","5.44143653924636","0","0","0","0","","0","5.16702405249696","",
"Sri Lanka","LKA","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.6597284726299","8.9659282717733","5.91464373839282","5.39916164936986","4.95461085897647","4.62006508919607","4.16323479452661","3.64379500474469","3.86335954075472","3.84200445171804","3.94663477606521","4.72183348506893","","","",
"Lower middle income","LMC","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.9","8","7.9","7.8","7.9","7.6","7.3","7","6.7","6.6","6.6","6.6","",
"Low & middle income","LMY","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lesotho","LSO","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Late-demographic dividend","LTE","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
